The Handmaid's Tale,"Atwood, Margaret",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Handmaid's Tale: The Graphic Novel,"Atwood, Margaret",,"Nault, Renee",,,Florida,Escambia County Public Schools,October 2022,Banned Pending Investigation,Formal Challenge
The Hate U Give,"Thomas, Angie",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Haters,"Andrews, Jesse",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The House of the Spirits,"Allende, Isabel",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Infinite Moment of Us,"Myracle, Lauren",,,,,Florida,Escambia County Public Schools,October 2022,Banned Pending Investigation,Formal Challenge
The Kingdom of Little Wounds,"Cokal, Susann",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Kite Runner,"Hosseini, Khaled",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Music of What Happens,"Konigsberg, Bill",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Nowhere Girls,"Reed, Amy",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Poet X,"Acevedo, Elizabeth",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Prince and the Dressmaker,"Wang, Jen",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Truth About Alice: A Novel,"Mathieu, Jennifer",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
The Year of the Flood,"Atwood, Margaret",,,,MaddAddam,Florida,Escambia County Public Schools,December 2022,Banned Pending Investigation,Formal Challenge
Thirteen Reasons Why,"Asher, Jay",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
This One Summer,"Tamaki, Mariko",,"Tamaki, Jillian",,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Triangles,"Hopkins, Ellen",,,,,Florida,Escambia County Public Schools,December 2022,Banned Pending Investigation,Formal Challenge
Tricks,"Hopkins, Ellen",,,,Tricks,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Two Boys Kissing,"Levithan, David",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Uncomfortable Conversations with a Black Boy,"Acho, Emmanuel",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Unravel Me,"Mafi, Tahereh",,,,Shatter Me,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Water for Elephants,"Gruen, Sara",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
We Are the Ants,"Hutchinson, Shaun David",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
What Girls Are Made Of,"Arnold, Elana K.",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
When Aidan Became a Brother,"Lukoff, Kyle",,"Juanita, Kaylani",,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
When Wilma Rudolph Played Basketball,"Weakland, Mark",,"Duncan, Daniel",,Leaders Doing Headstands,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Where I End and You Begin,"Norton, Preston",,,,,Florida,Escambia County Public Schools,September 2022,Banned Pending Investigation,Formal Challenge
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",,,,The Wicked Years,Florida,Escambia County Public Schools,December 2022,Banned Pending Investigation,Formal Challenge
Yolk,"Choi, Mary H.K.",,,,,Florida,Escambia County Public Schools,December 2022,Banned Pending Investigation,Formal Challenge
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
Breathless,"Niven, Jennifer",,,,,Florida,Flagler,October 2022,Banned in Libraries,Formal Challenge
Crank,"Hopkins, Ellen",,,,Crank,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
"l8r, g8r","Myracle, Lauren",,,,,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
Lucky,"Sebold, Alice",,,,,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
Me and Earl and the Dying Girl,"Andrews, Jesse",,,,,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
Push,Sapphire,,,,,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
Sold,"McCormick, Patricia",,,,,Florida,Flagler,October 2022,Banned in Libraries,Formal Challenge
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Florida,Flagler,October 2022,Banned Pending Investigation,Formal Challenge
The Haters,"Andrews, Jesse",,,,,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
The Kite Runner,"Hosseini, Khaled",,,,,Florida,Flagler,October 2022,Banned Pending Investigation,Formal Challenge
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
Thirteen Reasons Why,"Asher, Jay",,,,,Florida,Flagler,October 2022,Banned in Libraries and Classrooms,Formal Challenge
Burned (EH),"Hopkins, Ellen",,,,Burned,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Collateral,"Hopkins, Ellen",,,,,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Crank,"Hopkins, Ellen",,,,Crank,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Fallout,"Hopkins, Ellen",,,,Crank,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Glass,"Hopkins, Ellen",,,,Crank,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Identical,"Hopkins, Ellen",,,,,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Impulse,"Hopkins, Ellen",,,,Impulse,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Perfect,"Hopkins, Ellen",,,,Impulse,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Smoke,"Hopkins, Ellen",,,,Impulse,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
The You I've Never Known,"Hopkins, Ellen",,,,,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Tilt,"Hopkins, Ellen",,,,,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Traffick,"Hopkins, Ellen",,,,Tricks,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
Tricks,"Hopkins, Ellen",,,,Tricks,Florida,Hernando County Schools,October 2022,Banned in Libraries and Classrooms,Administration
A Court of Mist and Fury,"Maas, Sarah J.",,,,A Court of Thorns and Roses,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
And Tango Makes Three,"Richardson, Justin","Parnell, Peter","Cole, Henry",,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Beloved,"Morrison, Toni",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Dead Until Dark,"Harris, Charlaine",,,,Sookie Stackhouse,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Drama: A Graphic Novel,"Telgemeier, Raina",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Extremely Loud & Incredibly Close,"Foer, Jonathan Safran",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Fly on the Wall: How One Girl Saw Everything,"Lockhart, E.",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Killing Mr. Griffin,"Duncan, Lois",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Nineteen Minutes,"Picoult, Jodi",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",,"Forney, Ellen",,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
The Bluest Eye,"Morrison, Toni",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
The Hate U Give,"Thomas, Angie",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
The Truth About Alice: A Novel,"Mathieu, Jennifer",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Thirteen Reasons Why,"Asher, Jay",,,,,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Tricks,"Hopkins, Ellen",,,,Tricks,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
Unravel Me,"Mafi, Tahereh",,,,Shatter Me,Florida,Highlands Schools,September 2022,Banned Pending Investigation,Informal Challenge
A Bad Boy Can Be Good for a Girl,"Stone, Tanya Lee",,,,,Florida,Lake County Schools,Fall 2022,Banned in Libraries and Classrooms,Legislative Action
A Day in the Life of Marlon Bundo,"Twiss, Jill",,"Keller, E.G.",,,Florida,Lake County Schools,Fall 2022,Banned in Libraries and Classrooms,Legislative Action
And Tango Makes Three,"Richardson, Justin","Parnell, Peter","Cole, Henry",,,Florida,Lake County Schools,Fall 2022,Banned in Libraries and Classrooms,Legislative Action
Crank,"Hopkins, Ellen",,,,Crank,Florida,Lake County Schools,Fall 2022,Banned in Libraries and Classrooms,Legislative Action
In Our Mothers' House,"Polacco, Patricia",,,,,Florida,Lake County Schools,Fall 2022,Banned in Libraries and Classrooms,Legislative Action
Looking for Alaska,"Green, John",,,,,Florida,Lake County Schools,Fall 2022,Banned in Libraries and Classrooms,Legislative Action
Nineteen Minutes,"Picoult, Jodi",,,,,Florida,Lake County Schools,Fall 2022,Banned in Libraries and Classrooms,Legislative Action
The Perks of Being a Wallflower,"Chbosky, Stephen",,,,,Florida,Lake County Schools,Fall 2022,Banned in Libraries and Classrooms,Legislative Action
Both Can Be True,"Machias, Jules",,,,,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Crank,"Hopkins, Ellen",,,,Crank,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Damsel,"Arnold, Elana K.",,,,,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Flowers in the Attic,"Andrews, V.C.",,,,Dollanganger,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Gender Queer: A Memoir,"Kobabe, Maia",,,,,Florida,School District of Manatee County,July 2022,Banned Pending Investigation,Legislative Action
I am Jazz,"Jennings, Jazz","Herthel, Jessica","McNicholas, Shelagh",,,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Impulse,"Hopkins, Ellen",,,,Impulse,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
"l8r, g8r","Myracle, Lauren",,,,,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Laura Dean Keeps Breaking Up with Me,"Tamaki, Mariko",,"Valero-O'Connell, Rosemary",,,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Light It Up,"Magoon, Kekla",,,,,Florida,School District of Manatee County,August 2022,Banned in Libraries,Legislative Action
Lily and Dunkin,"Gephart, Donna",,,,,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Me and Earl and the Dying Girl,"Andrews, Jesse",,,,,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
Monday's Not Coming,"Jackson, Tiffany D.",,,,,Florida,School District of Manatee County,July 2022,Banned in Libraries,Legislative Action
My Jim: A Novel,"Rawles, Nancy",,,,,Florida,School District of Manatee County,July 2022,Banned Pending Investigation,Legislative Action
Never Let Me Go,"Ishiguro, Kazuo",,,,,Florida,School District of Manatee County,October 2022,Banned Pending Investigation,Legislative Action
Pet,"Emezi, Akwaeke",,,,,Florida,School District of Manatee County,July 2022,Banned Pending Investigation,Legislative Action
Protesting Police Violence in Modern America,"Harris, Duchess",,,,,Florida,School District of Manatee County,July 2022,Banned Pending Investigation,Legislative Action
Push,Sapphire,,,,,Florida,School District of Manatee County,July 2022,Banned in Libraries and Classrooms,Legislative Action
Race and Policing in Modern America,"Harris, Duchess","Van , R. L.",,,,Florida,School District of Manatee County,August 2022,Banned Pending Investigation,Legislative Action
Ready or Not,"Cabot, Meg",,,,All-American Girl,Florida,School District of Manatee County,July 2022,Banned in Libraries and Classrooms,Legislative Action
Red Hood,"Arnold, Elana K.",,,,,Florida,School District of Manatee County,July 2022,Banned in Libraries and Classrooms,Legislative Action
